reviewContent,sentiment,corpus
ntbk ungu ad?,negatif,ntbk ungu
Produk tidak berfungsi dengan baik,negatif,produk fungsi
"Uangnya ud d transfer , stlah itu dbatalin krna stock tidak ada.. dr harbolnas smp tgl 22 des 2017 blm ada pengembalian uang. Ud 10 hari dan asli prosesnya ribed ... kaco !!!",negatif,uang transfer dbatalin sedia harbolnas tanggal 22 desember 2017 uang 10 asli proses ribed kaco
"tampilan biasa lebih enak.. terus knp y ram 4gb tapi kadang"" bisa keluar sndiri aplikasi ny ? xiaomi yg 3gb aj gak kyk gtu",negatif,tampil enak iya ram 4gb kadang aplikasi nya xiaomi 3gb kayak
Berapa lama di kirim nya,negatif,kirim nya
Warna hitam ada ?,negatif,warna hitam
Pesan tgl 8 sekarang blm d kirim malah pihak toko nya minta tambah uang...,negatif,pesan tanggal 8 kirim toko nya uang
"mohon dibantu,saya panik setelah pakai 5 hari,muncul layar recovery tool. tapi sy gak punya cd driver. masalahnya ada data 5 GB didalam belum di back up. SOS minta bantuan seller Kotakom.",negatif,mohon dibantusaya panik pakai 5 harimuncul layar recovery tool cd driver data 5 gb back up sos bantu seller kotakom
bila bonus sudah datang akan saya tambah bintangnya. tapi jika dalam satu minggu tidak datang2x saya kurangi bintangnya.,negatif,bonus bintang minggu datang2x bintang
kenpa kalo di coba buat ngetik eror misalnya kalo tekan L langsung keluar,negatif,kenpa coba etik eror tekan l langsung
"Barang tiba cacat, charger ada bunyi meletuk waktu dipakai, packaging tidak aman (dalem cuma dikasih selembar kecil bubble wrap) kecewa",negatif,barang cacat charger bunyi letuk pakai packaging aman kasih lembar bubble wrap kecewa
"Notebook ny bener2 kosong sama skali,di sini tidak ada detil nya,saya kira sudah terinstal utk windows nya.. dan akhir nya tidak bsa langsung di gunakan.. Baru kali ini beli laptop tp kondisi kosong.. apa ada garansi nya..?? siapa yg Bertanggung jwb utk ke pesanan ini..?  minggu kemarin sya transaksi laptop mash blom bsa di gunakan karna mash kosong,,sangat kecewa sekali... Apa bisa Barang Di kembalikan..??Setelah saya buka dan coba instal tp masih gagal.. saya terima barang tgl 13 oktober 17 dengan No pengirim #3796939552",negatif,notebook nya kosong skalidi detil nyasaya terinstal windows nya nya langsung kali beli laptop kondisi kosong garansi nya tanggung pesan minggu kemarin transaksi laptop kosongsangat kecewa barang kembalikansetelah buka coba instal gagal terima barang tanggal 13 oktober 17 no kirim 3796939552
produk rusak tidak bisa dihidupkan,negatif,produk rusak hidup
Mouse tidak jalan!,negatif,tikus jalan
"Hi, itemnya ready untuk dibeli sekarang. Silahkan langsung pesan ke (Whatsapp) 628166-16725. Untuk  pengiriman cepat ke daerah Anda,  Terimakasih Lazada Perlindungan PEMBELI 100%",negatif,hi item ready beli sila langsung pesan whatsapp 62816616725 kirim cepat daerah terima kasih lazada lindung beli 100
Bagaimana persayatan kalau mau kredit?,negatif,sayat kredit
Mohin infonya.dong kalau instal sendiri gmnaya,negatif,mohin infonyadong instal gmnaya
Tak bagus,negatif,bagus
"Setelah saya pakai 3 bulan notbooknya mati, kenapa ini min ?? Pemakaian saya biasa tidak ada sama sekali jatuh / kena air dll tp tiba2 mati sendiri dan layar tidak nyala ? Minta info nya ??? Saya sedikit kecewa",negatif,pakai 3 notbooknya mati min pakai jatuh kena air mati layar nyala info nya kecewa
"Saya amat sering beli produk di lazada namun kali ini sy kecewa. Pembatalan pesanan saya, dari pihak lazada tgl 21 mei, namun sampai saat ini tgl 8 juni uang belum saya terima. Sudah tlp CS 2x. Sy kecewa :(",negatif,beli produk lazada kali kecewa batal pesan lazada tanggal 21 mei tanggal 8 juni uang terima telepon rekan kali kecewa
touch pad ga berfungsi dan cursor jg ga bs,negatif,touch pad fungsi cursor
Bagi Yang Minat Order/Pesan Barang Kami.Untuk Lebih Lanjut Silakan add Whatsapp/WA 085342633687 Langsung Dari Resseller Toko...pengirima free ongkir se indonesia.Terimah Kasih...!!!,negatif,minat orderpesan barang kamiuntuk sila add whatsappwa 085342633687 langsung resseller tokopengirima free ongkos kirim indonesiaterimah kasih
"Bagi Yang Minat Order/Pesan Barang Kami, Untuk Lebih Memastikan Silahkan Add WhatsApp/WA 085200343400..Langsung Dari Reseller Toko..Terimah Kasih.",negatif,minat orderpesan barang sila add whatsappwa 085200343400langsung reseller tokoterimah kasih
"Assalamualaikum,, Gan kriman saya dari tggl 19-01-2018 smpai sekakarang koq ga smapai2,,",negatif,assalamualaikum juragan krim tggl 19012018 sekakarang smapai2
"Dear lazada, Apakah produk ini bergaransi resmi dan dpt langsung dipakai-tidak kosong,melainkan ada program MS office? Thx Rara",negatif,dear lazada produk garansi resmi langsung dipakaitidak kosongmelainkan program ms office terima kasih rara
kasih info donk yg udah bisa nyicil? gmn prosesnya yg gak pake kartu kredit...terima kasih,negatif,kasih info cicil proses pakai kartu kreditterima kasih
Assalamualaikum nih harga yh berapa siyal yh kuat gk,negatif,assalamualaikum nih harga siyal kuat
Bisa pake window 7 64 bit gx ya,negatif,pakai window 7 64 bit
Min ini ada tempat cd nya ngk ?,negatif,min cd nya
Apaka di Lazada Bisa Cicil?,negatif,lazada cicil
Ada garansi nya gak ?,negatif,garansi nya
"Gan, kaya nya saya terima laptop nya yang produk gagal. Di install win 7 touchpadnya gak mau gerak, di pakein mouse juga gak gerak. Di install win 10 boot nya gak mau muncul. Minta pengembalian produk gan. Saya kecewa berat ini.",negatif,juragan kayak nya terima laptop nya produk gagal install menang 7 touchpadnya gerak pakein tikus gerak install menang 10 boot nya muncul produk juragan kecewa berat
Gan saya mau return / pengembalian dana.. touchpad tidak berfungsi.. driver smart gesture tidak bisa di install padahal sudah pake win 10.,negatif,juragan return dana touchpad fungsi driver pintar gesture install pakai menang 10
"knapa touchpadnya tidak berfungsi lazada,waktu saya mau mengembalikan produk ,tulisan untuk pengembalian produknya tidak muncul,buruk !!!!!!!",negatif,touchpadnya fungsi lazadawaktu produk tulis produk munculburuk
"ini pas dinyalain kok ga langsung bisa dipake ya,belum di instal windows nya jg jd ga ngerti harus diapain",negatif,pas dinyalain langsung pakai yabelum instal windows nya erti
Barang tidak d beri invoice d tambah lagi barang cacat. Sudah beberapa kali beli d lazada selalu sukses tp kali ini yg benar benar pengalaman paling naas,negatif,barang invoice barang cacat kali beli lazada sukses kali alam naas
kecewa bgt barang pesanan sya tiba2 di cancel...kl emg kosong blg aja kosong.,negatif,kecewa banget barang pesan cancelkl kosong bilang kosong
"Baru pake 3 hari udah rusak aja !!!! So bad , mengecewakan !!!",negatif,pakai 3 rusak sok bad kecewa
keyboard sudah rusak .. apa faktor keburuntungan atau memang model ini yang bermasalah,negatif,keyboard rusak faktor keburuntungan model
tidak fungsi,negatif,fungsi
Bisa di cicil selama 10bln gak,negatif,cicil 10bln
"Saya ingin produk yg 14"" ternyata saya yang datang 11.6""",negatif,produk 14 nyata 116
Kenapa barang barang pesanan sy blum di krm juga tgl 13 des 2016.lama banget almt nya pt modern ff km 25 jl ry bks mana nihhh Lazada diam saja,negatif,barang barang pesan kirim tanggal 13 desember 2016lama banget almt nya pt modern fan fiction km 25 jalan ry bungkus nih lazada diam
Ap sama harganya dngan yng tertulis<saya beri*dulu karna bulum pernah caba  Tolong d jawab ya lazada,negatif,harga tertulissaya beridulu bulum caba lazada
Beli barang barang nya SDH Lazada dari tgl 13 Des 2016.blum di krm jg gaa jelas dan saat ini TDK ada comantar nihhh,negatif,beli barang barang nya lazada tanggal 13 desember 2016blum kirim comantar nih
"mau tanya nih, kondisi barang baru  atau second, terima kasih",negatif,nih kondisi barang second terima kasih
Ap bisa bayar di tempat,negatif,bayar
Ini laptop atau notebook?,negatif,laptop notebook
Klu cicilan langsung ga pake krt kredit gmn yah?,negatif,cicil langsung pakai kereta kredit
Tinggal di kab.semarang tapi daerah tinggal ku tdk ada,negatif,tinggal kabsemarang daerah tinggal ku
Kalo cara kreditnya(cicilanya)gimna,negatif,kreditnyacicilanyagimna
"Bagaimana....... Caranya nyicil, trs apakah pakai syarat2 gt",negatif,cicil pakai syarat syarat
Kirain lektop teryata bukan.pas di nyalain eror,negatif,lektop teryata bukanpas nyala eror
ada dvdrom nya g ya..?,negatif,dvdrom nya
Bisa tidak bayar di rumah,negatif,bayar rumah
Kurirnya ngk sopan.marah marah dan ngk sabaran.tolong di tingkatkan lagi agar pelanggan merasa puas belanja di lazada,negatif,kurir sopanmarah marah sabarantolong tingkat langgan puas belanja lazada
Touchpad ga berfungsi,negatif,touchpad fungsi
"Ternyata barang yg saya beli bkn barang ORI tapi barang BM,sangat mengecewakan sekali dan merasa ditipu, dan parah nya lagi touchped nya tdk berfungsi .",negatif,nyata barang beli barang orisinal barang bmsangat kecewa tipu parah nya touchped nya fungsi
baru dipakai udah nggak bisa hidup,negatif,pakai hidup
"Operasi sistem laptop gak ada, blank hanya layar hitam dan driver laptopnya juga gak ada, ihhh benar-benar parah nih..",negatif,operasi sistem laptop blank layar hitam driver laptop ih benarbenar parah nih
"Barang sangat mengecewakan,dan ternyata barang nya black market.",negatif,barang mengecewakandan nyata barang nya black market
Gan katanya bisa cicilan itu gimna cara nya infonya donk,negatif,juragan cicil nya info
barang sewaktu di charge plugged in tapi tidak mengisi,negatif,barang charge plugged in isi
suka mati sendiri kalau diangkat. sedang klaim garansi dengan asus,negatif,suka mati angkat klaim garansi asus
Cara kridit'e gmna,negatif,kridite
Saya tinggal di kota salatiga kenapa barang malah di kirim ke solo..  Mohon seller bisa membantu masalah ini!!!,negatif,tinggal kota salatiga barang kirim solo mohon seller bantu
"Udh 1 minggu order laptop lwt cicilan bank..g masuk"" order barangny,padahal udh sesuai petunjuk,,tolong gmn solusiny ?",negatif,1 minggu order laptop cicil bankg masuk order barangnypadahal sesuai petunjuktolong solusiny
masa kita kirimnya ke almat mna dan penagihanny kemana malah di bolak balik barang gak sampai di suruh bayar iya .,negatif,kirim almat penagihanny bolak barang suruh bayar iya
Bisa kredit dg home kredit g?,negatif,kredit home kredit
Barang baru atau bekas?,negatif,barang bekas
"Udh 1 minggu order laptop padahal udh sesuai petunjuk..g bisa"" gman carany min ini?",negatif,1 minggu order laptop sesuai petunjukg gman carany min
"awal dateng si oke selepas update windows kok malah trouble, laptop sering tiba2 sering black screen lampu indikator nyala batre penuh sangat kecewa",negatif,sih oke lepas windows trouble laptop black screen lampu indikator nyala baterai penuh kecewa
"respon penjual bagus, cuman pengirimannya yang lama banget. hampir sebulan pesanan baru saya terim",negatif,respon jual bagus kirim banget pesan rim
"kemarin laptop Dateng, tetapi blm di coba, pas hari ini di coba laptopnya nyala, regist, tetapi setelah itu di matikan lalu mau di nyalakan kembali malah gada gambarnya, itu gimana dong, aku mau di refund😭😭",negatif,kemarin laptop coba pas coba laptop nyala regist mati nyala gambar refund
"pelayanan cepat, respon cepat, barang lengkap, kualitas fisik ok, hanya terasa lemot padahal belum banyak program di install sudah update Windows dan kurangi applikasi program, entahlah",negatif,layan cepat respon cepat barang lengkap kualitas fisik oke asa lot program install windows aplikasi program
"Lemot banget nyesel beli ni laptop, baru pasang software 2 aja udah lelet padahal baru . gak recomend buat dibeli ni . Nyesel",negatif,lot banget sesal beli nih laptop pasang software 2 lelet recomend beli nih sesal
Barangnya sangat jelek..,negatif,barang jelek
"barangnya tiba dengan cepat tp charger adaptor tdk ada, hanya tas laptop, laptop, buku panduan dan kartu garansi saja yg ada dalam dos paket. sangat kecewa.. terpaksa beli di toko lain Krn sdh mau dipakai",negatif,barang cepat charger adaptor tas laptop laptop buku pandu kartu garansi dos paket kecewa paksa beli toko pakai
microsoftnya tidak bisa dipakai . masa harus beli.kecewa saya,negatif,microsoftnya pakai belikecewa
baru dipakai seminggu udah mati total,negatif,pakai minggu mati total
lemot ..bikin kesel. jauh ma Acer punya ku yg lama pdhl Spec Acer lbh bawah. pengiriman ok.,negatif,lot bikin kesal acer ku spec acer kirim oke
Lemot banget!!!! Nyesal bli 2skligus,negatif,lot banget sesal beli 2skligus
"Jika nanti ada kesalahan dalam produk atau dalam ordernya siapa yang akan bertanggung jawab disini saya tidak mau jika nanti uang melayang, tolong lebih jelas lagi tempat penjualan dan identitas si penjual ya.",negatif,salah produk order tanggung uang layang jual identitas sih jual
"Pembatalan sepihak,harusnya konfirmasi by phone dulu ... limit jdi kepotong",negatif,batal sepihakharusnya konfirmasi by phone limit potong
parah pokoknya parah. nyampe nya mah cepet. pas di buka ga ada CD nya. BATERAI DROP. pas di pake harus sambil di charger. Udah berkali kali belanja di lazada baru kali ini beli di kecewakan. return secepatnya.,negatif,parah pokok parah nya cepat pas buka cd nya baterai drop pas pakai charger kali kali belanja lazada kali beli kecewa return cepat
parah tiap saya tutup layar nya trus saya mau buka lagi... layar malah blank warna hitam kayak di foto. ini kenapa ya,negatif,parah tutup layar nya buka layar blank warna hitam kayak foto
"laptopnya error, baru 1 minggu pemakaian tiba2 suka ke restart sendiri!",negatif,laptop error 1 minggu pakai suka restart
"udah ga sesuai sama jadwal delivery yg di tentukan, barang belum diterima tapi di aplikasi dan email sudah menyatakan diterima. ditanya ke cs minta bukti siapa yg terima ga bisa kasih, gimana pertanggung jawabannya nih???",negatif,sesuai jadwal delivery barang terima aplikasi email nyata terima rekan bukti terima kasih tanggung nih
Knapa waktu di klik beli sekarang tidak bisa masuk ke keranjang,negatif,klik beli masuk keranjang
Cara pembayarannya lewat apa ?,negatif,bayar
kipasnya bunyinya kenceng bgt .jelek,negatif,kipas bunyi kencang banget jelek
laptopnya bagus tp officenya trial doang ...hmn caranya...dichat malah diread doang...udh nanya sebelum beli officenya asli atau g...bisa siap pakai atau gak...ternyata trial doang...ini gmn beli tp g ada solusi...,negatif,laptop bagus officenya trial doang hmn caranyadichat diread doangudh beli officenya asli pakai gakternyata trial doangini beli solusi
"Saya baru beli tanggal 14 mei 2018, baru 2 mingguan kok muncul suara mirip jangkrik pada saat browsing, scrolling, bahkan pas ngetik ulasan ini muncul suaranya. Terkadang suara nya tiba-tiba meninggi. Hal ini sangat mengganggu. Masa saya beli mahal2 dapat nya jangkrik.",negatif,beli tanggal 14 mei 2018 2 minggu muncul suara jangkrik browsing scrolling pas etik ulas muncul suara terkadang suara nya ganggu beli mahal mahal nya jangkrik
barang sampai ke tangan saya dalam keadaan rusak... bisa di charge tapi tombol power tidak berfungsi jadi ga bisa hidup...,negatif,barang tangan rusak charge tombol power fungsi hidup
saya sudah dua kali ini beli laptop asus di lazada dan dua-dua nya mati yang ini baru dipake blm ada seminggu udah mati aja jd harus dibawa ke service center nya! yang pertama setelah 2bulan mati dibawa ke SC dan menginap selama 2bulan baru dipulangkan bagusnya sih komp saya diganti mesinnya dalam hal ini asus cukup bertanggungjawab tapi 2bulan lhoo  ga kerja dua bulan yak! setelah dua kali ini saya rasa bukan suatu ketidaksengajaan deh entah produk asus nya atau lazada nya,negatif,kali beli laptop asus lazada duadua nya mati pakai minggu mati bawa service center nya 2bulan mati bawa sc inap 2bulan pulang bagus sih komp ganti mesin asus tanggung 2bulan lo kerja kali ketidaksengajaan deh produk asus nya lazada nya
Kondisi barang Tidak sesuai dengan info yg disampaikan.,negatif,kondisi barang sesuai info
"Barang diterima lebih lama dari perkiraan. Kesan pertama, saya tidak menemukan bonus USB 8 GB tetapi yang paling mengecewakan bahwa barang tidak bisa dipakai. Menurut IT kantor saya, barang seri itu memang bermasalah dan kemungkinan barang yang saya terima bukan barang baru???? Apakah mungkin saya mengembalikan barang?",negatif,barang terima kesan temu bonus usb 8 gb kecewa barang pakai it kantor barang seri barang terima barang barang
Barang yg dijual baru atau bekas? sy terima barang pesanan kondisinya ada cacatnya?! Dan saya mau ganti rugi atau tukar dgn barang yg layak utk dijual!!,negatif,barang jual bekas terima barang pesan kondisi cacat ganti rugi tukar barang layak jual
Alhamdulillah laptop sdh diterima dg kondisi baik dan normal,negatif,alhamdulillah laptop terima kondisi normal
"dijudul + Nvidia GT920MX, ternyata tidak ada, cuma Intel Grapich 520",negatif,judul nvidia gt920mx nyata intel grapich 520
"Pas d Q &A mau memastikan ad dvdroom apa ga, dibilang ada..foto produk pun beda dg asli..dfoto ad dvdroom.. blanja online, udh ga bs melihat produk.. speknya pun ga valid. Ya sudahlah..",negatif,pas a dvdroom bilang adafoto produk beda aslidfoto dvdroom blanja online lihat produk speknya valid
Nggk ada cd raw'a padahal d gambar ada.. Sama plug buat ke proyektor..  Apa bisa d kembalikan??,negatif,cd rawa gambar plug proyektor
"Barangnya baru sampai, baru pertama kali di keluarkan dari dos dan di lcd ada garis vertikal, sangat kecewa dari yang diharapkan, padahal BELUM ADA 1 JAM",negatif,barang kali dos lcd garis vertikal kecewa harap 1 jam
pas dinyalahin langsung muncul bios. saya minta cncel aja pak. pengembalian barang tuker unit baru atau pengembalian dana.,negatif,pas dinyalahin langsung muncul bios cncel barang tukar unit dana
penipuan anjing katanya cpu prosesor nya 2.60 ternyata 1.10 taii lahhh lazada tolong lahh barang2nya jangan yg menipu gini langanan bisa pada kabur semua,negatif,tipu anjing cpu prosesor nya 260 nyata 110 tai lazada barang2nya tipu langanan kabur
Kenapa judulnya... memori Ram  8gb tapi detil dan faktanya hanya 4gb..  jebakan batman... siap2 yg beli terima kenyataan Ram hanya 4gb,negatif,judul memori ram 8gb detil fakta 4gb jebak batman beli terima nyata ram 4gb
"ok , activation key untuk office 365 gak dapat , Alhamdulillah sampai sekarang office tidak bisa dipakai  terimakasih",negatif,oke activation oke office 365 alhamdulillah office pakai terima kasih
"sempet kecewa dengan pengirimannya,, barang belom diterima tetapi status pesanan sudah diterima dan sudah ada ttd nya. walaupun akhirnya sampai setidaknya jagan seperti itu, bikin orang jadi berprasangka buruk kepada orang laen..",negatif,kecewa kirim barang terima status pesan terima tanda nya bikin orang prasangka buruk orang
"lampu indikator charge gak ada, office blum ada, brng mulus meski loadingnya lemot",negatif,lampu indikator charge office barang mulus loadingnya lot
Kurang detail lihat keterangan barang nya udh gitu cpt eror notebook nya,negatif,detail lihat terang barang nya cepat eror notebook nya
layar lcd cacat bercahaya kekuning2an.,negatif,layar lcd cacat cahaya kekuning2an
"pengiriman nya lama sampai 2 minggu baru tiba tapi barang aman ,packing rapih . Saran bagi yang tinggal di luar pulau jawa barang anda akan sampai lebih dari 1/2minggu seperti saya.",negatif,kirim nya 2 minggu barang aman packing rapi saran tinggal pulau jawa barang 12minggu
"anjrit, saya ad voucher 30jtan ke klik beli 1 unit. sampai sekarang dana saya belum di kembalikan hati2 yang mau belanja di lazada.",negatif,anjrit kupon 30jtan klik beli 1 unit dana hati hati belanja lazada
"barang nyetrum lcd shadow bonus gk disertakan , uang saya kembali 100%",negatif,barang nyetrum lcd shadow bonus uang 100
"Pesan tgl 12 Des 2018, baru diterima tgl 29 Des 2018",negatif,pesan tanggal 12 desember 2018 terima tanggal 29 desember 2018
"barang rusak,layarnya gk nyala padahal udah dihidupin",negatif,barang rusaklayarnya nyala dihidupin
"barang mati sendiri, cara mengembalikan barang bagaimana.?",negatif,barang mati barang
bagaimana cara untuk mengembalikan laptop ini soalnya blom 3 minggu layarnya udah nge blank gini😤,negatif,laptop 3 minggu layar nge blank gin
"Produk tidak sesuai. bisa kasih tau caranya garansi gmn ? kran prosesornya sangat lemot sekali gk bisa jlm muter"" trs.  mau retur dan ganti baru aj",negatif,produk sesuai kasih tau garansi kran prosesor lot jlm puter retur ganti
"Ini kenapa ya laptop nya eror, ketik z jadi y, y jadi w , ini gimana ya kok ngaco banget :(",negatif,laptop nya eror ketik z iya iya gue kacau banget
windows.nya suka gak mau booting ...😟 gimana ini?? ...,negatif,windowsnya suka booting
Hadiah speakernya taro dimanataaa???,negatif,hadiah speakernya taro dimanata
barang tidak sesuai dg iklan di iklam ram 4/32 tp aslinya malah isi nya 1/16 sya ingin kembalikan barang a,negatif,barang sesuai iklan iklam ram 432 asli isi nya 116 barang a
Produk sangat mengecewakan. Spesifikasi sangat tidak sesuai :  Ram  4 GB --->1 GB ROM 32 GB --->  16 GB Prosessor Octacore ---> Quadcore  Sy mau kembalikan saja.,negatif,produk kecewa spesifikasi sesuai ram 4 gb 1 gb rom 32 gb 16 gb prosessor octacore quadcore
"packing bagus sik, barang ok sesuai di gambar tapi sayang masih 3G agak kecewa jadinya huft",negatif,packing bagus sih barang oke sesuai gambar sayang 3g kecewa duh
Apa benar ini Dell Indonesia? Saya sih meragukan sama seller ini katanya Dell Indonesia. Di harbonas kemarin 12.12 saya membeli 1unit Dell inspiron 3180. Setelah buka paketnya saya kaget dan kecewa sekali.  Unit yg saya terima itu body nya banyak sekali goresan seperti barang bekas display. Kalau ini benar Dell Indonesia koq bisa unit bekas display di jual???,negatif,dell indonesia sih ragu seller dell indonesia harbonas kemarin 1212 beli 1unit dell inspiron 3180 buka paket kaget kecewa unit terima body nya gores barang bekas display dell indonesia unit bekas display jual
"Seller fast respon, itu bagus. Tapi sepertinya product knowledgenya dan kesalahan penulisan di deskripsinya kurang di perhatikan dengan barang yg dikirim. saya ga terlalu kecewa sebab seller ramah dan sabar dalam menjawab pertanyaan2 saya. Mohon ditingkatkan dan di update lagi untuk keterangan di detail produknya dengan barang yg dikirim. terima kasih",negatif,seller fast respon bagus produk knowledgenya salah tulis deskripsi perhati barang kirim kecewa seller ramah sabar mohon tingkat terang detail produk barang kirim terima kasih
"Pesen Ryzen 7 yang dateng malah Ryzen 5. Barang dikembalikan, dana harap segera dikembalikan. Di kardus Ryzen 7, tapi isinya Ryzen 5",negatif,pesan ryzen 7 ryzen 5 barang dana harap kardus ryzen 7 isi ryzen 5
kurng memuaskn,negatif,memuaskn
"Barang sudah terima dengan baik .  Kalau bisa krim CD untuk Windows 10  home 64 bit dan driver software untuk di install , karena kita yg di daerah saya sulit mendapatkan CD Windows ORI dan software",negatif,barang terima krim cd windows 10 home 64 bit driver software install daerah sulit cd windows orisinal software
"apaan ini laptop nya, tidak di instalkan Windows 10, giliran di instal malah gabisa.",negatif,laptop nya instalkan windows 10 gilir instal
Syg msh kosong lom di instal officenya. Downloadnya ribet. Mksh ya,negatif,sayang kosong instal officenya downloadnya ribet terima kasih
kok pas di nyalakan layar nya hitam suruh instaler windows sih . kan win 10 home .mlh masih dos,negatif,pas nyala layar nya hitam suruh instaler windows sih menang 10 home dos
"Kesel banget pertama ngak ada osnya, kedua, udah di install bermasalah. Di install ulang lagi tetep bermasalah, ujung""nya dibawa ke service center.",negatif,kesal banget osnya install install ulang ujung bawa service center
"kecewa berat sama lazada, lapopnya baru ke pake 5 hari ternyata nda bida digunakan",negatif,kecewa berat lazada lapopnya pakai 5 nyata bida
"fisik nya oke banget, tapi batrei nya soak,, 😡😡😡",negatif,fisik nya oke banget batrei nya soak
"barangnya cepat sampe. Baru dipesan hari senin udah sampe hari rabu. Packaging nya bagus. Tapi kursor laptopnya gak jadi, bisanya pake mouse aja. Gmn min?",negatif,barang cepat pes senin rabu packaging nya bagus kursor laptop pakai tikus min
saya pesen LENOVO..yg dikirim merk hp,negatif,pesan lenovoyg kirim merek handphone
"Barang telah diterima tepat waktu, hanya ada bercak  jamur di layar LCD bagian bawah.",negatif,barang terima bercak jamur layar lcd
Barang sudah sampai bagus kurir ramah ....tapi sayang seller gak menepati janji barang tidak langsung bisa di pake harus di instal lagi....saya kecewa,negatif,barang bagus kurir ramah sayang seller janji barang langsung pakai instal lagisaya kecewa
Barang tidak sesuai dg pesanan,negatif,barang sesuai pesan
"Proses cpt, malam pesan bsk siang datang. Barang aman dan ori. Hanya saja baterainya kok boros yah...ini baru 2 hari coba pakai, 76% hanya 1 jam 10 mnt dgn mode battery saver",negatif,proses cepat malam pesan besok siang barang aman orisinal baterai boros yahini 2 coba pakai 76 1 jam 10 mode battery saver
Suara laptopnya ko berisik ya entah kipas atau hardisk nya,negatif,suara laptop berisik kipas hardisk nya
Apaan katanya ram 4 gb Tapi main pubg ga support 😡 hp ram 2 gb aja support bisa ini yg 4 gb ga bisa,negatif,ram 4 gb main pubg support handphone ram 2 gb support 4 gb
"boong ni barang, ram cma 1 gb, dan android kitkat,,, yesel beli",negatif,bohong nih barang ram 1 gb android kitkat yesel beli
"batere gak sesuai, sebentar langsung drop, harus di support power bank baru bisa jalan normal,.",negatif,batere sesuai sebentar langsung drop support power bank jalan normal
"Barang diterima dalam keadaan LCD PECAH, TOUCHSCREEN TIDAK BERFUNGSI. Bahkan setelah dinyalakan ga bisa dimatikan lagi krn touch screen tidak berfungsi.",negatif,barang terima lcd pecah touchscreen fungsi nyala mati touch screen fungsi
barang diterima layarnya pecah kepala changernya juga pecah dan pengemasan tidak pakai babble wrap pokoknya parah banget,negatif,barang terima layar pecah kepala changernya pecah emas pakai babble wrap pokok parah banget
"gw kecewa. udh nunggu lama2 tapi hasilnya malah begini 😑 packing gk rapih, terus sim gk ke baca, terus gw masukin sd card eh malah ke tln dan gk/susah buat di keluarin",negatif,gue kecewa tunggu hasil packing rapi sim baca gue masuk sekolah dasar card eh tln gksusah
"Barang tidak sesuai dengan deskripsi, Prosesor bukan Octa Core seperti yang di tuliskan di deskripsi, Memory Ram hanya 1GB. dan Kapasitas hanya 16GB. Semua di cek pakai aplikasi SD Insight bisa download. Untung barang bisa dikembalikan. Untuk yang mau beli produk ini pikir ulang karena deskripsi tidak sesuai daripada capek buag waktu dan tenaga. Biasakan baca review sebelum membeli... This item was not as described in seller's description. The processor was not Octa Core, but only dual core cheap proccessor from Mediatek. Ram was only 1Gb and Storage only 16GB. It is easily revealed using SD Insight from Playstore. Please read Review before you buy this item.",negatif,barang sesuai deskripsi prosesor octa core tulis deskripsi memori ram 1gb kapasitas enam belas giga byte cek pakai aplikasi sekolah dasar insight unduh untung barang beli produk pikir ulang deskripsi sesuai cape buag tenaga baca review beli this hitam was not as described in sellers description the processor was not octa core but only dual core cheap proccessor from mediatek ram was only 1gb and storage only enam belas giga byte it is easily revealed using sekolah dasar insight from playstore please read review buy this hitam
"spesifikasi yang muncul di tab bohong krn sdh dimodifikasi, jika di cek dgn aplikasi spesifikasi yang benar, prosesornya hanya 4 core 1.3ghz, RAM hanya 1 gb, memori juga cuma 16gb (saya sudah coba copy file 32gb ke memori internal tidak muat), android hanya kitkat, dgn spek segitu hrs nya diharga empat ratus atau lima ratus ribu.",negatif,spesifikasi muncul tab bohong modifikasi cek aplikasi spesifikasi prosesor 4 core 13ghz ram 1 gb memori enam belas giga byte coba copy file 32gb memori internal muat android kitkat spesifikasi nya harga ratus ratus ribu
"sangat kecewa memakai barangnya, pengiriman sdh telat uda gt simcard tdk terbaca, barang juga ringkih  sangat menyesal beli barang ini",negatif,kecewa pakai barang kirim telat simcard baca barang ringkih sesal beli barang
kecewa bngt.... Barang datang dengn  keadaan rusak.😭😭😭 layar pecah jdinya screeennya gk berfungsi sma sekali....,negatif,kecewa banget barang rusak layar pecah jdinya scrennya fungsi
"please refund dananya donk, gw aja bingung ini cara balikin barangnya gimana",negatif,please refund dana gue bingung barang
ini tidak begitu bagus batrai sehari habis bagaimana pun jga namanya barang murah kualitas tetep jauh dengan yang mahal dan paling tidak suka selalu keluar iklan walaupun tah tidak di pakai,negatif,bagus batrai habis nama barang murah kualitas mahal suka iklan tah pakai
"dari awal emang ga ber ekspetasi tinggi buat tab ini karena niat cuman nonton film korea tapi pas udah datang dan di cek spek di app nya aida64  editan banget, dari mulai ram rom, imei ada 2 ×) sama procecor nya, ditambah kualitas layar yg pixel nya parah banget (redup dan ga jelas), mending advan dll",negatif,ber ekspetasi tab niat tonton film korea pas cek spesifikasi app nya aida64 edit banget ram rom imei 2 procecor nya kualitas layar pixel nya parah banget redup mending advan
klu buat anak di bawah 12 tahun lumayanlah tapi jangan buat main game online buat offline ok untung saya dapat harga kaki lima jadi tidak terlalu rugi,negatif,anak 12 lumayan main game online offline oke untung harga kaki rugi
